listing_id,title,monthly_rent_npr,area_sqft_approx,road_width_ft,location,ward,municipality,district,property_type,house_type,direction,bedrooms,bathrooms,living_rooms,kitchens,total_rooms,parking,built_up_sqft,no_of_flats,built_year,description,city,source
4252,Flat on rent for small family,20000.0,,13.0,"Nearby ringroad 4 Kathmandu Metropolis Kathmandu, State 3",4.0,Kathmandu Metropolis,Kathmandu,flats,Residential,South west,2.0,1.0,,1.0,,Car 1,,1.0,2067,Small family preferred,bhaktapur,gharghaderi.com
4209,"Flat for Sale at Mulpani, Tiwari Tole",10000.0,900.0,,"Mulpani, Tiwari Tole Jorpati Kathmandu, State 3",3.0,,Kathmandu,flats,,East,1.0,1.0,,1.0,,Motorbike,,1.0,2076,1 flat with available water 24/7. One bed room one living room spaceous kitchen area clean bathroom. For video contact: 9818126473,bhaktapur,gharghaderi.com
4188,2 beds flat for rent in Baluwatar,50000.0,,3.0,"Baluwatar 4 Kathmandu Metropolis Kathmandu, State 3",4.0,Kathmandu Metropolis,Kathmandu,flats,Residential,West,2.0,3.0,,1.0,,Motorbike,,1.0,2066,,bhaktapur,gharghaderi.com
4187,2 beds 2 baths flat for rent in Baluwatar,40000.0,,3.0,"Baluwatar 4 Kathmandu Metropolis Kathmandu, State 3",4.0,Kathmandu Metropolis,Kathmandu,flats,Residential,West,2.0,2.0,,1.0,,Motorbike,,1.0,2066,,bhaktapur,gharghaderi.com
4151,Flat on rent in tokha,9000.0,1500.0,20.0,"Phulbari Gate 01 Tokha Kathmandu, State 3",1.0,,Kathmandu,flats,Semi-commercial,East,3.0,1.0,,1.0,,Motorbike,,1.0,2066,24 hours water facility and easy access of transportation,bhaktapur,gharghaderi.com
3821,Office space on rent.,50000.0,,,"sifa,Gausala. 7 Kathmandu Metropolis Kathmandu, State 3",7.0,Kathmandu Metropolis,Kathmandu,flats,,East,1.0,1.0,,,,Motorbike,,1.0,2076,"House on rent: located in Sifal (near Gausala),Kathmandu. Floor: 3.5 Every floor has 1000 sq feet and the ground floor about 400 sq feet only. All are hall except the ground floor. The House is earthquake resistant. There is plenty of water supply and a 3 face electricity line. Parking: 1): 4 car and some motorcycle parking inside the property. 2) Enough parking space outside. For more details: , 9851120796",bhaktapur,gharghaderi.com
3806,Flat at sale sold,18000.0,2053.5,10.0,"Mandikhatar height 9 Budhanilkantha Kathmandu, State 3",9.0,,Kathmandu,flats,,North,2.0,1.0,,,,Car 2,,1.0,2074,Flat on sale for affordable price,bhaktapur,gharghaderi.com
3766,Flat for rent at budhanilkantha,12000.0,1369.0,16.0,"Khatri gau Budhanilkantha Kathmandu, N/A",,,Kathmandu,flats,,East,2.0,1.0,,,,Motorbike,,1.0,2075,"Flat for rent with 2 bedroom ,1 living room ,1 kitchen and 1toilet Location:budhanilkantha 6 Price :12,000 Contact : 9849431623 FOR MORE DETAIL",bhaktapur,gharghaderi.com
3713,Flat for rent in Mandikhatar near HAMS Hospital,32000.0,5476.0,8.0,"Mandikhatar, near HAMS Hospital 9 Budhanilkantha Kathmandu, State 3",9.0,,Kathmandu,flats,Residential,East,2.0,1.0,,,,Motorbike,,1.0,2066,"3 bedroom, 1 hall (2 rooms), 1 kitchen, 2 bathrooms (inside/outside) with garden.",bhaktapur,gharghaderi.com
3711,Flat rent at NEGOTIABLE price,55000.0,5476.0,10.0,"Lazimpat 26 kathmandu Kathmandu, State 3",26.0,,Kathmandu,flats,Furnished,East,3.0,2.0,,,,Car 1,,1.0,2076,Flat rent at negotiable price with -Hot and cold water -New furnishing -Car park -Backyard -Natural and comfortable environment,bhaktapur,gharghaderi.com
3643,2nd Floor in a House for Rent 3 Rooms 1 Kitchen,26000.0,,10.0,"Bafal, near Zenith School 13 Kathmandu Metropolis Kathmandu, State 3",13.0,Kathmandu Metropolis,Kathmandu,flats,Residential,East,2.0,1.0,,,,Motorbike,,1.0,2066,"2nd floor for rent in a house. 3 rooms and 1 kitchen, parking for upto 4 bikes. No water problem, always available. Nearby: Soalteemode, Kalanki, Kuleshwor, Rabibhawan, Siuchatar, Sitapaila, Chauni.",bhaktapur,gharghaderi.com
3606,Commercial Space for Rent,35000.0,1500.0,20.0,"Kuleshwor 14 Kathmandu Metropolis Kathmandu, State 3",14.0,Kathmandu Metropolis,Kathmandu,flats,Semi-commercial,East,5.0,1.0,,,,Car 1,,1.0,2066,"Flat for Rent- 1500 sq ft (5 rooms + 1 toilet + 1 kitchen + 1 small and 1 big balcony) Suitable For Office, Godown Located in main road- Lik Margha, Sunargaun, Kuleshwor Parking Available",bhaktapur,gharghaderi.com
3501,"Flat for rent in Sattungal (Chandragiri-12), Kathmandu",18000.0,4449.25,20.0,"Satungal 12 Chandragiri Kathmandu, State 3",12.0,,Kathmandu,flats,Residential,South west,2.0,1.0,,,,Car 2,,1.0,2074,"A flat for rent in a nicely built and well-equipped 2.5-story building (spacious rooms and bathrooms) in Chandragiri-12, Satungal (100 m from the main Prithivi highway).  The owner has two large dogs (Rocky: St. Bernard and Jacky: German Shepherd) - trained dogs, very protective dogs (please see the attached photos). So, only dog lovers are welcome to apply/contact us. You may need a few days to familiarize yourself with the dogs before the dogs are confident about you living in the house. We will help you mingle with these smart dogs. The front yard is ~ 4 aana with a beautiful flower garden; whereas there are extra 5 aanas of land for vegetable growing (please find the picture attached). That being said, you may not need to buy vegetables. Hot water is available, internet/TV cables are available (you may pay half or 30% of the cost), and extra garage space is available for storage and/or motorcycle parking. For rental inquiries, please contact: Shova Giri (phone No:  9818774857) or Ranjita Giri (9860498591)",bhaktapur,gharghaderi.com
3377,Rent flat,13000.0,2053.5,10.0,"Jorpati narayantar shivachowk 8 Kageswori manohara Kathmandu, State 3",8.0,,Kathmandu,flats,Residential,East,2.0,1.0,,,,Motorbike,,1.0,2076,"All to gather 3 bed rooms 1 kitchen.  2 bed rooms  1 bath room  with toilet electric gizer,  chimney facility door separate. Milan 9841443725",bhaktapur,gharghaderi.com
3358,Flat available for rent,20000.0,,10.0,"Mandikhatar 9 Budhanilkantha Kathmandu, State 3",9.0,,Kathmandu,flats,Residential,North,2.0,1.0,,,,Motorbike,,1.0,2076,,bhaktapur,gharghaderi.com
3396,A Fully Furnished Flats for Rent,125000.0,2000.0,,"Bhainsepati Kathmandu Lalitpur Metropolis Lalitpur, State 1",1.0,Bhainsepati Kathmandu Lalitpur Metropolis,Kathmandu,flats,Residential,West,3.0,3.0,,,,Car 1,,4.0,2076,"A Fully Furnished 2000sqft 3BHK Flats are available for rent at Bhaisepati Kathmandu , Attached A/C Rooms with Balcony , Hot & Cold water, Modular Kitchen , Living & Dinning and Ample Parking Space",lalitpur,gharghaderi.com
9309,Flat for rent in Kirtipur,40000.0,,,"Kirtipur 5 Kirtipur Kathmandu, Bagmati",5.0,,Kathmandu,apartments,,West,2.0,1.0,,1.0,,Motorcycle,,1.0,2082,"Flat for rent in newly built home with 2 bedroom, 1 living area,  private bathroom and own kitchen. Carpark is also available. Facility of water. It's only for those who loves to keep space clean and tidy. There will be inspection every 6 months.",kathmandu,gharghaderi.com
9130,"Luxurious-Apartment on rent at Sun city, Pepsicola",55000.0,,,"Pepsicola Kageshwori Manohara Kathmandu, Bagmati",,,Kathmandu,apartments,,West,3.0,1.0,,1.0,,,859.0,1.0,Select Year,,kathmandu,gharghaderi.com
8627,"Bright &amp; Peaceful 2BHK in Ramhiti, Boudha",46000.0,2395.75,13.0,"Boudha 5 Kathmandu Metropolis Kathmandu, Bagmati",5.0,Kathmandu Metropolis,Kathmandu,apartments,,East,2.0,1.0,,1.0,,Cars 5-10,,1.0,2080,"Bright & Peaceful 2BHK in Ramhiti, Boudha Fully furnished 2-bedroom apartment in a quiet, green, and safe neighborhood. Enjoy natural light, a cozy living room with LED TV, functional kitchen, clean bathroom, spacious yard, and parking. Free use of washing machine included! Location: Ramhiti, Boudha Contact: 9765545304 (WhatsApp/Viber/Messenger) Note: We provide special discounts for tenants with long- term stays.",kathmandu,gharghaderi.com
8626,"Furnished 2BHK Apartment for Rent in Ramhiti, Boudha",48000.0,2395.75,13.0,"Boudha 6 Kathmandu Metropolis Kathmandu, Bagmati",6.0,Kathmandu Metropolis,Kathmandu,apartments,,East,2.0,1.0,,1.0,,Cars 5-10,,1.0,2080,"Namaste! Fully Furnished 2BHK Apartment for Rent in Ramhiti, Boudha. Located in a peaceful, green area, this east-facing apartment offers 2 comfy bedrooms, a cozy living room with LED TV, functional kitchen, and clean bathroom. Enjoy a spacious front yard, ample parking, and free access to a washing machine. For details, contact 9765545304 (WhatsApp/Viber/Messenger) Email: Note: We provide special discounts for tenants with long- term stays.",kathmandu,gharghaderi.com
8625,"1BHK Apartment for Rent – Ramhiti Oralo, Boudha",36000.0,2395.75,13.0,"Boudha 6 Kathmandu Metropolis Kathmandu, Bagmati",6.0,Kathmandu Metropolis,Kathmandu,apartments,,East,,1.0,,1.0,,Cars 5-10,,1.0,2080,"Fully-Furnished 1BHK Apartment for Rent – Ramhiti Oralo, Boudha Peaceful, ready-to-move 2nd-floor apartment ideal for a single, couple, or small family. 1 Bedroom | Dining | Kitchen | Bathroom | Large East-Facing Balcony Garden, terrace & rooftop seating with natural views Parking for car & bike |   Free washing machine use Location: Ramhiti Oralo, Boudha 9765545304 (WhatsApp/Viber) Note: We provide special discounts for tenants with long- term stays.",kathmandu,gharghaderi.com
8624,"1BHK Apartment on rent at Grande tower, Kathmandu",65000.0,2053.5,20.0,"Tokha Kathmandu Metropolis Kathmandu, Bagmati",,Tokha Kathmandu Metropolis,Kathmandu,apartments,,South,1.0,1.0,,1.0,,Motorcycle,,,Select Year,"1BHK Apartment on rent at Grande tower, Kathmandu Key Features: Property Code:-HR 250 Rent :- 65k Per Month Location:- Grande tower Apartment, Tokha Bedrooms:- 1 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings:-Fully-Furnished Contact Us Phone Numbers 984-5877861 –  9762791734 –  9762791735 – 9864032233 Landline number +97715253861 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepal",kathmandu,gharghaderi.com
8578,"Studio Apartment on rent at Lazimpath, Kathmandu",60000.0,1711.25,20.0,"Lazimpath Kathmandu Metropolis Kathmandu, Bagmati",,Lazimpath Kathmandu Metropolis,Kathmandu,apartments,,South,1.0,1.0,,1.0,,,,,Select Year,"Studio Apartment on rent at Lazimpath, Kathmandu Key Features: Property Code:-HR 245 Price :- 60k Per Month Land Area:- 550 sq.ft Location:- Lazimpath Furnishings:-Fully -Furnished Facing:- South Contact Us Phone Numbers 984-5877861 –  9762791734 –  9762791735 – 9864032233 Landline number +97715253861 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #",kathmandu,gharghaderi.com
8572,"Apartment on rent at Lazimpath, Kathmandu 90k per month",90000.0,2053.5,20.0,"Lazimpath Kathmandu Metropolis Kathmandu, Bagmati",,Lazimpath Kathmandu Metropolis,Kathmandu,apartments,,South,2.0,1.0,,1.0,,,,,Select Year,"2BHK Apartment on rent at Lazimpath, Kathmandu Key Features: Property Code:-HR 244 Price :- 90k Per Month Land Area:- 1250 sq.ft Location:- Lazimpath Bedrooms:- 2 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings:-Fully -Furnished Facing:- South Contact Us Phone Numbers 984-5877861 –  9762791734 –  9762791735 – 9864032233 Landline number +97715253861 ️ Facilities – ️Internet free – ️Management free – ️House keeping free – ️ Electricity charges apply – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ /> Facebook Page: [Indus Property]( /> Instagram: [Contact Us]( />#Induspropertynepal #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepal",kathmandu,gharghaderi.com
8558,"Apartment on rent at Lazimpath, Kathmandu 70k per month",70000.0,1711.25,20.0,"Lazimpath Kathmandu Metropolis Kathmandu, Bagmati",,Lazimpath Kathmandu Metropolis,Kathmandu,apartments,,South,1.0,1.0,,1.0,,,800.0,,Select Year,"1BHK Apartment on rent at Lazimpath, Kathmandu Key Features: Property Code:-HR 243 Price :- 70k Per Month Land Area:- 800 sq.ft Location:- Lazimpath Bedrooms:- 1 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings:-Fully -Furnished Facing:- South Contact Us Phone Numbers 984-5877861 –  9762791734 –  9762791735 – 9864032233 Landline number +97715253861 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ /> Facebook Page: [Indus Property]( /> Instagram: [Contact Us]( />#Induspropertynepal #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepal",kathmandu,gharghaderi.com
8549,"2 bhk Apartment on rent at Lazimpath, Kathmandu 85k rent",85000.0,1711.25,20.0,"Lazimpath Kathmandu Metropolis Kathmandu, Bagmati",,Lazimpath Kathmandu Metropolis,Kathmandu,apartments,,East,2.0,1.0,,1.0,,Motorcycle,,,Select Year,"Fully-Furnished Apartment on rent at Lazimpath, Kathmandu Key Features: Property Code:-HR 242 Price :- 85k Per Month Location:- Lazimpath Bedrooms:- 2 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings:-Fully -Furnished Facing:- South Contact Us Phone Numbers 984-5877861 –  9762791734 –  9762791735 – 9864032233 Landline number +97715253861 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ /> Facebook Page: [Indus Property]( /> Instagram: [Contact Us]( />#Induspropertynepal #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepal",kathmandu,gharghaderi.com
8425,"Apartment on rent at Tokha, Budhanilkantha",60000.0,2053.5,13.0,"Tokha Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,apartments,,South,3.0,2.0,,1.0,,,,,Select Year,"Fully- Furnished Apartment on rent at Tokha, Budhanilkantha Key Features: Property Code:-HR 238 Price :- 60k Per Month Location:- Tokha Bedrooms:- 3 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings:-Fully -Furnished Facing:- South Contact Us Phone Numbers –  9761108627 Landline number +97715253861 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
8364,1 BHK Apartment on Rent at Tokha,50000.0,684.5,20.0,"tokha 3 Tokha Kathmandu, Bagmati",3.0,,Kathmandu,apartments,,East,1.0,1.0,,1.0,,Car 1,400.0,1.0,2078,"Apartment on rent at Grandy Tower, Kathmandu Key Features: Property Code:-HR 234 Price :- 50k Per Month Location:- Grandy Tower,Kathmandu Bedrooms:- 1 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Full-Furnished Facing:- South Contact Us Phone Numbers –   9761108627 –   9762791734 –   9762791735 –  9864032233 Landline number +97715253861",kathmandu,gharghaderi.com
8320,"1 BHK Apartment on Rent at Tokha, Kathmandu",50000.0,800.0,20.0,"Tokha Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,apartments,,North,1.0,1.0,,1.0,,Car 1,800.0,1.0,2080,"Your Dream Apartment Awaits! 1BHK Full or Non Furnished Apartment on rent at Tokha, Kathmandu ! Key Features: Property Code:-AR 20 Price :- 50K (Negotiable) Land Area :- 800Sq. ft Bedrooms:-1 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Facing:- South Road excess:-20ft Furnishings:- Fully-Furnished Balcony:- yes Parking:- 1 car Location:- Grandy Tower, Tokha 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 𝐖𝐡𝐚𝐭𝐬𝐚𝐩𝐩/𝐕𝐢𝐛𝐞𝐫: 9761108627, 9762791735, 9845877861, 9864032233, Landline number +97715253861",kathmandu,gharghaderi.com
8236,"Apartment on rent at Dhumbarahi, Kathmandu",85000.0,2053.5,13.0,"Dhumbarahi Kathmandu Metropolis Kathmandu, Bagmati",,Dhumbarahi Kathmandu Metropolis,Kathmandu,apartments,,South,2.0,1.0,,1.0,,Motorcycle,,,Select Year,"Beautiful Apartment on Rent at Dhumbarahi, Kathmandu Key Features: Property Code:-HR 225 Price :- 85K Per Month Location:- Dhumbarahi Bedrooms:- 2 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Fully-Furnished Facing:- South Contact Us Phone Numbers –  984-5877861 –  9762791734 –  9762791735 – 9864032233 Landline number +97715253861 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
8235,"2bhk lavishly furnished apartment rent at Naxal, Kathmandu sold",99000.0,,20.0,"Naksal Kathmandu Metropolis Kathmandu, Bagmati",,Naksal Kathmandu Metropolis,Kathmandu,apartments,,South,2.0,2.0,,1.0,,Car 1,1200.0,5.0,2069,"Welcome to ACE Apartment! Your Dream 2BHK Awaits! +977 9745974563 Experience the perfect blend of luxury, comfort, and safety in every detail of our spacious 2BHK apartment, located in the vibrant heart of Kathmandu. Apartment Features: * ️ 2 Bedrooms with 2 attached bathrooms *  Southwest-facing Balcony offering scenic views and optimal natural light * ️ Open-plan Living & Dining Area for a modern, spacious feel – designed for your comfort Premium Amenities & Safety Features: *  Lush Garden * ‍️ Indoor Heated Swimming Pool *  Sauna *  Fully-equipped Gym * 🅿️ Ample Parking *  Community Hall * ️ Low-rise Apartment Building *  Fire Alarm,  Extinguishers, &  Smoke Detectors – for your peace of mind * 24/7 Security - ensuring a safe living environment Prime Location: * Strategically located in Naxal, the Heart of Kathmandu. Enjoy convenience and accessibility. Rental Details: * Price: $900 USD/Month * Availability: Long-term stays only Inquiries & Viewings: * Call/Viber/WhatsApp: +977 9745974563 * Email:",kathmandu,gharghaderi.com
8223,"Apartment on rent at Budhanilkantha, Kathmandu",60000.0,2053.5,13.0,"Budhanilkantha Kathmandu Metropolis Kathmandu, Bagmati",,Budhanilkantha Kathmandu Metropolis,Kathmandu,apartments,,South,2.0,1.0,,1.0,,,,,Select Year,"Beautiful Apartment on Rent at Budhanilkantha, Kathmandu Key Features: Property Code:-HR 224 Price :- 60K Per Month Location:- Budhanilkantha Bedrooms:- 2 Bathrooms:-1 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Fully-Furnished Facing:- South Contact Us Phone Numbers –   984-5877861 –   9762791734 –   9762791735 –  9864032233 Landline number +97715253861 Facilities –   Electricity –   Cable Connection –   Peaceful Environment –   24/7 Water Supply –   No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
8087,Semi-Furnished 2 BHK Flat for Rent at Metro Apartments,39000.0,,20.0,"Kuleshwor Kathmandu Metropolis Kathmandu, Bagmati",,Kuleshwor Kathmandu Metropolis,Kathmandu,apartments,,South East,2.0,2.0,,1.0,,Car 1,1100.0,,2065,"Discover stylish urban living in this spacious, semi-furnished 2 BHK flat spanning 1,100 sq ft at Metro Apartments in Kuleshwor, Kathmandu. With generous natural light, modern comforts, and hillside views, it’s ideal for couples, small families, or professionals seeking space, security, and convenience. Apartment Features Total Area: 1,100 sq ft on a mid-level floor Bedrooms (2): Master (15′×11′) with built-in wardrobe and balcony access Second (12′×10′), perfect for guests or a home office Bathrooms (2): En-suite master bath with rain-shower head Common bath with wall-mounted fixtures Living & Dining: Living room designed for a three-seater sofa, entertainment system, and décor Separate dining area adjacent to a semi-furnished kitchenette with cabinets Balconies (3): Overlook landscaped gardens, street below, and rolling hills Parking: One covered car bay plus one motorcycle slot in gated garage Prime Location Address: Between Kuleshwor and Balkhu Road, Metro Apartments Healthcare: Five-minute walk to Vayodha Hospital Markets & Shopping: Kalimati Fruit and Vegetable Market, supermarkets, pharmacies within a 10-minute drive Schools & Offices: Renowned schools, colleges, and business centers in Sanepa reachable in under 15 minutes Transport: Public buses, taxis, and ride-share services are available at the main gate Building Amenities Two high-speed elevators serving every floor Grand reception lobby with visitor seating Landscaped central garden with benches and walking path In-building gym equipped with treadmills, stationary bikes, and weights Ground-floor grocery store, café, and daily-use retail outlets 24-hour water supply and automatic generator backup Earthquake-resistant RCC frame structure Safety & Security CCTV surveillance covering all entrances, corridors, and parking areas Trained security personnel on duty around the clock Secure access control at the driveway gate and lobby turnstile Fire-safety infrastructure: emergency staircases, smoke detectors, and extinguishers on each floor Community & Lifestyle Residents of Metro Apartments enjoy a warm, family-friendly environment. Social events in the common hall foster community bonding, while the garden offers a serene spot for yoga, meditation, or morning coffee. The covered parking and secure entry systems ensure peace of mind, and nearby cafés, parks, and community centers provide ample leisure options. Rent, Terms & Contact Monthly Rent: NPR 39,000 Society Maintenance: NPR 5,000 Security Deposit: Two months’ rent (negotiable) Lease Duration: Minimum one year Availability: Immediate move-in To schedule a private viewing, virtual tour, or for further details, please contact: Phone / WhatsApp: 98413 33358",kathmandu,gharghaderi.com
8061,"1BHK Apartment on rent at Samakhusi, Kathmandu",60000.0,1369.0,13.0,"Samakhusi Kathmandu Metropolis Kathmandu, Bagmati",,Samakhusi Kathmandu Metropolis,Kathmandu,apartments,,South,1.0,2.0,,1.0,,Car 1,,,Select Year,"Beautiful 1BHK Apartment on Rent at Samakhusi,Kathmandu Key Features: Property Code:-HR 216 Price :- 60K Per Month Location:- Samakhusi Bedrooms:- 1 Bathrooms:-1/1 Attached Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Fully-Furnished Facing:- South Contact Us Phone Numbers –  984-5877861 –  9762791734 –  9762791735 – 9864032233 – 9766389438 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
8033,"Apartment on rent at Tokha, Kathmandu rent 70k per month",70000.0,1369.0,13.0,"Tokha Kathmandu Metropolis Kathmandu, Bagmati",,Tokha Kathmandu Metropolis,Kathmandu,apartments,,South,3.0,2.0,,1.0,,Motorcycle,,,Select Year,"Fully-Furnished Apartment on Rent at Tokha, Kathmandu Key Features: Property Code:-HR 215 Price :- 70K Per Month Location:- Tokha, Grandy Tower Bedrooms:- 3 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Fully-Furnished Facing:- South Storey:-9 Contact Us Phone Numbers –  984-5877861 –  9762791734 –  9762791735 – 9864032233 – 9766389438 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ /> Facebook Page: [Indus Property]( /> Instagram: [Contact Us]( />#Induspropertynepal #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
7973,"Apartment on rent at Tokha, Kathmandu",70000.0,1369.0,13.0,"Tokha Kathmandu Metropolis Kathmandu, Bagmati",,Tokha Kathmandu Metropolis,Kathmandu,apartments,,South,3.0,2.0,,1.0,,Motorcycle,,,Select Year,"Fully-Furnished Apartment on Rent at Tokha, Kathmandu Key Features: Property Code:-HR 213 Price :- 70K Per Month Location:- Tokha, Grandy Tower Bedrooms:- 3 Bathrooms:-2 Living Hall:-1 Modular Kitchen & Dining:-1 Furnishings: Fully-Furnished Facing:- South Storey:-9 Contact Us Phone Numbers –  984-5877861 –  9762791734 –  9762791735 – 9864032233 – 9766389438 ️ Facilities – ️ Electricity – ️ Cable Connection – ️ Peaceful Environment – ️ 24/7 Water Supply – ️ No Vehicle & Sound Pollution For More Information Contact Details Indus Property Nepal Pvt. Ltd Email: [](mailto:) Website: [ Facebook Page: [Indus Property]( Instagram: [Contact Us]( #realestateagent #propertyinnepall #foryoupagereels #trendingreelsvideo #kathmandu #lalitpur #Induspropertynepal #TrustedRealEstateExpert #realestateexpertpert #toprealestateagent #propertynepalofficial #nepalhousingmarket",kathmandu,gharghaderi.com
